1.487165	2.183654
1.562067	2.004329
1.120898	2.191936
1.670613	2.516842
1.315092	2.109656
1.805324	1.584844
2.004025	1.321655
1.377272	1.274825
1.851658	2.075568
1.646243	1.698893
0.853912	2.357421
1.494998	2.102371
1.419886	1.451834
1.716785	2.009637
2.013333	2.502948
1.506206	2.133214
1.685824	1.953970
0.947949	2.119168
2.126037	1.732663
2.191684	1.739353
1.495356	2.039713
1.532867	2.680034
1.665972	1.944622
1.789001	1.730537
0.457046	1.764089
2.044000	2.137194
1.991024	2.375691
1.282979	2.044126
1.291264	1.794126
2.010092	1.953637
2.183911	0.957034
1.946728	2.006566
1.703185	2.298814
1.290853	2.319603
0.863729	1.355548
1.433336	2.223587
1.716073	1.689402
1.234736	1.910367
1.872196	1.818487
1.844713	1.968403
1.142844	1.846382
1.053645	1.373386
1.609320	2.061369
1.430735	1.660734
1.531753	1.612190
1.786590	1.903951
1.739670	1.797622
0.860112	1.735648
1.260270	1.738847
1.241282	2.214569
-1.045648	-0.587863
-1.410528	-0.257333
-0.851692	-0.831190
-1.270302	-0.361880
-1.491080	-0.580518
-0.482574	0.577743
-1.038971	-0.215723
-0.407710	0.092075
-0.679460	-0.688956
-0.889766	-0.073785
-0.935808	-0.404560
-1.532375	0.095753
-1.338483	0.300039
-1.167259	0.261673
-0.805006	0.280004
-1.137391	-0.062262
-1.082908	-0.523039
-1.102779	-0.132889
-0.578377	0.012991
-0.869536	-0.337713
-0.723327	0.132858
-0.884341	0.356173
-0.983151	0.132824
-1.068865	0.464503
-0.766979	0.121540
-0.571815	0.266313
0.141716	-0.062403
-1.661517	-0.119264
-0.915249	-0.644778
-0.738520	0.706521
-1.301258	0.118492
-1.800271	0.440514
-1.721809	-0.093329
-0.740008	-0.118433
-1.118826	-0.276981
-1.088301	0.744651
-1.190752	-0.386822
-1.320754	0.291493
-0.237851	-0.347791
-0.663179	0.002487
-0.752695	-0.121310
-1.383760	0.274130
-1.118186	0.263553
-1.331431	-0.036138
-1.461063	-0.378608
-0.620474	-0.201478
-0.603122	-0.499627
-1.067625	0.510111
-0.811913	0.129870
-1.430089	-0.042706
-0.578679	-4.305617
-0.612774	-4.279763
-0.339355	-4.602676
-0.391682	-4.106246
0.005443	-4.053022
-0.518919	-4.287047
-0.197282	-4.247740
0.143610	-3.691161
-0.327810	-3.813612
-0.167911	-3.800036
0.349236	-4.194720
-0.456429	-4.151284
0.030146	-4.543370
0.300968	-4.444650
0.272829	-3.832111
-0.362551	-3.712876
0.677705	-3.662023
-0.644437	-4.562711
-0.090980	-4.582166
0.358493	-4.564784
-0.785329	-3.883638
0.371648	-4.464360
-0.383873	-4.307098
-0.221326	-4.443289
0.004526	-4.107005
-0.401250	-4.456402
-0.486319	-4.500794
0.141834	-4.731539
-0.402945	-5.105409
0.059215	-3.757015
-0.166180	-4.015264
0.630793	-3.988197
-0.193337	-4.546256
-0.040028	-4.068183
-0.374335	-4.485303
0.060975	-4.547191
-0.346980	-4.779949
-0.433286	-4.282049
-0.351533	-3.882376
-1.280246	-4.660022
0.316298	-3.789323
-0.508857	-4.542867
-0.177063	-4.925947
-0.063107	-4.801538
0.196610	-3.714319
-0.870981	-3.865262
-0.288623	-4.116226
-0.166944	-3.722304
-0.445014	-3.824570
-0.111260	-4.100895
2.481267	-2.608397
3.082929	-2.748900
3.570516	-2.188254
3.512726	-2.325011
2.766347	-2.360448
3.102918	-2.559142
2.804719	-2.591214
3.411965	-1.693299
3.563587	-2.864208
2.930646	-2.434740
3.084471	-2.510244
3.300332	-2.272329
3.048576	-2.339697
3.669098	-2.445492
3.039579	-2.342879
3.504948	-2.213787
3.819076	-2.539056
